ProductID,Brand,ProductName,ProductName_Normalised,AUSTL,DosageForm,PackSize,AdultDose,ChildDose,Directions,Indications_Summary,Cautions_Summary,Contraindications_Summary,Interactions_Summary,PregnancyBreastfeeding_Summary,EvidenceNotes,ClinicalUseTags,AvoidIfTags,MedicineInteractionFlags,CounsellingPointSummary,SourceFile_Primary,SourcePage,SourceSection,ExtractionConfidence,ReviewStatus,Notes
HOG-0079,Herbs of Gold,Selenium 150 MAX,selenium 150 max,,capsule,60 capsules,"Take 1 capsule daily, with food, or as directed by your health professional. Not recommended for children under 15 years.",,"Adults - Take 1 capsule daily, with food, or as directed by your health professional. Not recommended for children under 15 years.","High strength
Antioxidant
Organic form
High bioavailability
Thyroid hormone production
Immune health
Sperm health",None noted at the recommended dose.,,"Caution with immunosuppressant drugs - selenium may theoretically interfere with immunosuppressant therapy due to its immunostimulant activity.
Caution with warfarin and other anticoagulants – selenium may increase blood thinning effect. Monitor.
Caution with Eltrombopag – selenium may reduce drug absorption. Separate dose by 4 hours.",,~0 reference markers in DOCX text,antioxidant_support,,,"Adult dose: Take 1 capsule daily, with food, or as directed by your health professional. Not recommended for children under 15 years | Cautions: 1 flagged",herbsofgold_technical_manual.pdf,155,"Technical Information, Directions, Cautions",Medium,Unreviewed,
HOG-0080,Herbs of Gold,Silica Hair Skin & Nails,silica hair skin nails,,tablet,30 / 60 tablets,"Take 1 tablet daily, with food, or as directed by your health professional.",,"Adults - Take 1 tablet daily, with food, or as directed by your health professional.","High-strength silica, 216mg per tablet
2.5mg biotin for nail health
Connective tissue health

High-strength silica, 216mg per tablet
2.5mg biotin for nail health
Connective tissue health","Not recommended in pregnancy or breastfeeding due to the high dose of vitamin A and silica.
Individuals with liver or renal disease, or alcoholism should use vitamin A supplements with caution.
Caution in iron overload conditions, such as haemochromatosis, as vitamin C can increase iron absorption.
Biotin shares the sodium-dependent multivitamin transporter (SMVT) with vitamin B5. Theoretically, this may reduce vitamin B5 absorption due to competitive inhibition of the transporter.",,"Contraindicated with retinoid medication (including acitretin, isotretinoin, accutane or roaccutane) - vitamin A supplements should not be taken concurrently due to potential vitamin A toxicity.
Caution with oral contraceptives - concurrent use may increase vitamin A levels.
Caution with eltrombopag - zinc may form chelates with and reduce the absorption of the drug. Separate dose by at least 4 hours.
Caution with NSAIDs, cefalexin, penacillamine and quinolone and tetracycline antibiotics – zinc","Not recommended in pregnancy or breastfeeding due to the high dose of vitamin A and silica.
Individuals with liver or renal disease, or alcoholism should use vitamin A supplements with caution.
Caution in iron overload conditions, such as haemochromatosis, as vitamin C can increase iron absorption.
Biotin shares the sodium-dependent multivitamin transporter (SMVT) with vitamin B5. Theoretically, this may reduce vitamin B5 absorption due to competitive inhibition of the transporter.",~0 reference markers in DOCX text,"calcium_support, bone_health, immune_support, skin_health, hair_nail_support, antioxidant_support","tetracycline_antibiotic, quinolone_antibiotic, bisphosphonate, levothyroxine, renal_impairment_caution, penicillamine, pregnancy_review_required, breastfeeding_review_required, renal_impairment_caution, liver_impairment_caution","bisphosphonate, levothyroxine, penicillamine, quinolone_antibiotic, tetracycline_antibiotic","Adult dose: Take 1 tablet daily, with food, or as directed by your health professional. | Key ingredients: Silicon dioxide, Colloidal anhydrous silica, Ascorbic acid (vitamin C) | Cautions: 1 flagged",herbsofgold_technical_manual.pdf,156,"Technical Information, Directions, Cautions",High,Unreviewed,
HOG-0081,Herbs of Gold,Silica Hair Solution,silica hair solution,,unknown,,"SHAKE WELL BEFORE USE.
Adults and children over 12 years – Take 10mL in 100mL of water or other preferred beverage once daily, or as directed by your health professional.",,"SHAKE WELL BEFORE USE.
Adults and children over 12 years – Take 10mL in 100mL of water or other preferred beverage once daily, or as directed by your health professional.","Supports hair health
Supports hair strength & thickness

Supports hair health
Supports hair strength & thickness","Not recommended in pregnancy or breastfeeding due to lack of safety data on high doses of silica and biotin.

Not recommended in pregnancy or breastfeeding due to lack of safety data on high doses of silica and biotin.",,"Caution with eltrombopag – selenium and zinc may form chelates with and reduce the absorption of the drug. Separate dose by at least 4 hours.

Caution with eltrombopag – selenium and zinc may form chelates with and reduce the absorption of the drug. Separate dose by at least 4 hours.","Not recommended in pregnancy or breastfeeding due to lack of safety data on high doses of silica and biotin.

Not recommended in pregnancy or breastfeeding due to lack of safety data on high doses of silica and biotin.",~6 reference markers in DOCX text,"immune_support, skin_health, hair_nail_support, antioxidant_support","tetracycline_antibiotic, quinolone_antibiotic, penicillamine, pregnancy_review_required, breastfeeding_review_required","penicillamine, quinolone_antibiotic, tetracycline_antibiotic","Adult dose: SHAKE WELL BEFORE USE.
Adults and children over 12 years – Take 10mL in 100mL of water or other preferred beverage once  | Key ingredients: Colloidal anhydrous silica, Biotin, Selenomethionine | Cautions: 1 flagged",herbsofgold_technical_manual.pdf,159,"Technical Information, Directions, Cautions",High,Unreviewed,
HOG-0082,Herbs of Gold,Sleep Ease,sleep ease,,capsule,30 / 60 capsules,"Adults and children over 12 years - Take 2-3 capsules daily, one hour before bed, or as directed by your health professional.",,"Adults and children over 12 years - Take 2-3 capsules daily, one hour before bed, or as directed by your health professional.","With Ziziphus & Passionflower
Traditionally promotes sleep

With Ziziphus & Passionflower
Traditionally promotes sleep","Contraindicated during pregnancy and breastfeeding.
Caution in combination with alcohol – sedative herbs may (theoretically) lead to excessive drowsiness and decreased motor function.

Contraindicated during pregnancy and breastfeeding.
Caution in combination with alcohol – sedative herbs may (theoretically) lead to excessive drowsiness and decreased motor function.",,"Caution with sedative drugs, including benzodiazepines, barbiturates and CNS depressants – Sleep Ease may have additive effects. Monitor for excessive drowsiness.
Caution with antidiabetic drugs – Ziziphus may have additive effects (based on animal research). Monitor.

Caution with sedative drugs, including benzodiazepines, barbiturates and CNS depressants – Sleep Ease may have additive effects. Monitor for excessive drowsiness.
Caution with antidiabetic drugs – Ziziphus may have additive effect","Contraindicated during pregnancy and breastfeeding.
Caution in combination with alcohol – sedative herbs may (theoretically) lead to excessive drowsiness and decreased motor function.

Contraindicated during pregnancy and breastfeeding.
Caution in combination with alcohol – sedative herbs may (theoretically) lead to excessive drowsiness and decreased motor function.",~6 reference markers in DOCX text,"sleep_support, stress_support","pregnancy_review_required, breastfeeding_review_required",,"Adult dose: Adults and children over 12 years - Take 2-3 capsules daily, one hour before bed, or as directed by your health professi | Key ingredients: Magnolia officinalis (Magnolia, Eschscholzia californica (Cali | Cautions: 1 flagged",herbsofgold_technical_manual.pdf,161,"Technical Information, Directions, Cautions",High,Unreviewed,
HOG-0083,Herbs of Gold,Slippery Elm 400mg,slippery elm 400mg,,capsule,60 capsules,"Adults and children over 12 years – Take 1 capsule, three times a day, before food, or as directed by your health professional.
Children under 12 years – Take only as directed by your health professional.",,"Adults and children over 12 years – Take 1 capsule, three times a day, before food, or as directed by your health professional.
Children under 12 years – Take only as directed by your health professional.","Digestive system health
Demulcent",None noted at the recommended dose.,,"The mucilage content of Slippery elm may (theoretically) slow the absorption of oral drugs and reduce serum levels. Caution is needed with drugs with a narrow therapeutic index (including barbiturates, digoxin, lithium, phenytoin and warfarin). Separate dose by 2 hours.",,~2 reference markers in DOCX text,"gut_health, gastrointestinal_support (review)",,,"Adult dose: Adults and children over 12 years – Take 1 capsule, three times a day, before food, or as directed by your health profes | Key ingredients: Slippery elm (Ulmus rubra) bar | Cautions: 1 flagged",herbsofgold_technical_manual.pdf,163,"Technical Information, Directions, Cautions",High,Unreviewed,
HOG-0084,Herbs of Gold,St John's Wort 3600,st john s wort 3600,,tablet,30 / 60 tablets,"Adults and children over 12 years - Take 1-2 tablets daily, with food, or as directed by your health professional.",,"Adults and children over 12 years - Take 1-2 tablets daily, with food, or as directed by your health professional.","High strength
Healthy mood balance","Contraindicated during pregnancy and lactation.
Discontinue use at least one week prior to any general anaesthetic.
Avoid St John’s wort in combination with tyramine-rich foods and beverages – coadministration may cause elevated blood pressure and rapid heart rate. Tyramine-rich foods include aged cheeses, cured meats, fermented foods, dried fruits, beer and red wine.",,"St John’s wort, particularly hyperforin, induces the CYP450 enzyme system, and should not be used with drugs metabolised through this pathway, including indianvir, cyclosporin, oral contraceptives, digoxin, theophylline, HIV protease inhibitors, HIV non-nucleoside reverse transcriptase inhibitors, methadone, antineoplastic drugs, anticonvulsants (phenobarbiton, phenytoin), antidepressants, tacrolimus, omeprazole, midazolam, alprazolam and carbamazepine (tegretol).
Contraindicated with anticoagul","Contraindicated during pregnancy and lactation.
Discontinue use at least one week prior to any general anaesthetic.
Avoid St John’s wort in combination with tyramine-rich foods and beverages – coadministration may cause elevated blood pressure and rapid heart rate. Tyramine-rich foods include aged cheeses, cured meats, fermented foods, dried fruits, beer and red wine.",~0 reference markers in DOCX text,,"antidepressant_review_required, anticoagulant_review_required, oral_contraceptive, immunosuppressant, digoxin, pregnancy_review_required, breastfeeding_review_required","anticoagulant, antidepressant, digoxin, immunosuppressant, oral_contraceptive","Adult dose: Adults and children over 12 years - Take 1-2 tablets daily, with food, or as directed by your health professional. | Cautions: 1 flagged",herbsofgold_technical_manual.pdf,164,"Technical Information, Directions, Cautions",Medium,Unreviewed,
HOG-0085,Herbs of Gold,St Mary’s Thistle 35 000,st mary s thistle 35 000,,tablet,60 tablets,"Take 1 tablet daily, with food, or as directed by your health professional.",,"Adults – Take 1 tablet daily, with food, or as directed by your health professional.","Healthy liver function
Digestive health

Healthy liver function
Digestive health","Contraindicated in individuals with a known allergy to the Asteraceae family.
Not recommended in pregnancy due to a lack of safety data. St Mary's thistle is often used as a galactagogue, however, it is not reommended to increase detoxification during pregnancy or breastfeeding.

Contraindicated in individuals with a known allergy to the Asteraceae family.
Not recommended in pregnancy due to a lack of safety data. St Mary's thistle is often used as a galactagogue, however, it is not reommended t",,"Caution with any medication, as St Mary’s thistle can improve liver function, and therefore may affect how drugs are metabolised. Pharmacokinetic research shows that St Mary’s thistle extract does not significantly influence many of the cytochrome P450 pathways
Felter, H. W., & Lloyd, J. U. (1898). King’s American Dispensatory. https://www.henriettes-herb.com/eclectic/kings/silybum.html
Health Canada. (2019). Milk thistle – Silybum marianum. http://webprod.hc-sc.gc.ca/nhpid-bdipsn/atReq.do?atid=","Contraindicated in individuals with a known allergy to the Asteraceae family.
Not recommended in pregnancy due to a lack of safety data. St Mary's thistle is often used as a galactagogue, however, it is not reommended to increase detoxification during pregnancy or breastfeeding.

Contraindicated in individuals with a known allergy to the Asteraceae family.
Not recommended in pregnancy due to a lack of safety data. St Mary's thistle is often used as a galactagogue, however, it is not reommended to increase detoxification during pregnancy or breastfeeding.",~2 reference markers in DOCX text,liver_support,"immunosuppressant, oral_contraceptive, pregnancy_review_required, breastfeeding_review_required","immunosuppressant, oral_contraceptive","Adult dose: Take 1 tablet daily, with food, or as directed by your health professional. | Key ingredients: Silybum marianum (St Mary’s th | Cautions: 1 flagged",herbsofgold_technical_manual.pdf,165,"Technical Information, Directions, Cautions",High,Unreviewed,
HOG-0086,Herbs of Gold,Stress Ease,stress ease,,tablet,60 tablets,"Take 1 tablet, twice daily, with food, or as directed by your health professional.",,"Adults - Take 1 tablet, twice daily, with food, or as directed by your health professional.","With Rhodiola & Ashwagandha
Healthy stress response

With Rhodiola & Ashwagandha
Healthy stress response","Contraindicated in liver and kidney disease (Licorice).
Contraindicated in pregnancy. Not recommended in breastfeeding due to a lack of safety data.
Caution in peptic ulcer disease – Ashwagandha may cause gastrointestinal irritation.

Contraindicated in liver and kidney disease (Licorice).
Contraindicated in pregnancy. Not recommended in breastfeeding due to a lack of safety data.
Caution in peptic ulcer disease – Ashwagandha may cause gastrointestinal irritation.",,"Caution with cyclosporin – Licorice may lead to reduced blood concentrations of the drug (based on animal studies). Take only under the care of a health professional and monitor cyclosporin levels.
Caution with corticosteroid medications – Licorice can potentiate the effects of oral and topical corticosteroids. Monitor.
Caution with digoxin – Licorice (in high doses) may increase digoxin toxicity. Monitor.
Caution with diuretic medication (loop, thiazide and potassium-depleting) – concurrent adm","Contraindicated in liver and kidney disease (Licorice).
Contraindicated in pregnancy. Not recommended in breastfeeding due to a lack of safety data.
Caution in peptic ulcer disease – Ashwagandha may cause gastrointestinal irritation.

Contraindicated in liver and kidney disease (Licorice).
Contraindicated in pregnancy. Not recommended in breastfeeding due to a lack of safety data.
Caution in peptic ulcer disease – Ashwagandha may cause gastrointestinal irritation.",~4 reference markers in DOCX text,"stress_support, energy_support, thyroid_condition_review_required","thyroid_condition_review_required, antidepressant_review_required, pregnancy_review_required, breastfeeding_review_required, renal_impairment_caution, liver_impairment_caution",antidepressant,"Adult dose: Take 1 tablet, twice daily, with food, or as directed by your health professional. | Key ingredients: Tyrosine | Cautions: 1 flagged",herbsofgold_technical_manual.pdf,167,"Technical Information, Directions, Cautions",High,Unreviewed,
HOG-0087,Herbs of Gold,Sublingual B12 1000,sublingual b12 1000,,tablet,,"Adults and children over 12 years - Dissolve 1 tablet under the tongue, once or twice daily, or as directed by your health professional.",,"Adults and children over 12 years - Dissolve 1 tablet under the tongue, once or twice daily, or as directed by your health professional.","Nerve & cognitive health
Energy production",None noted at the recommended dose.,,None noted at the recommended dose.,,~0 reference markers in DOCX text,"b12_support, energy_support, nervous_system_support",,,"Adult dose: Adults and children over 12 years - Dissolve 1 tablet under the tongue, once or twice daily, or as directed by your heal | Key ingredients: Cyanocobalamin (vitamin B12) | Cautions: 1 flagged",herbsofgold_technical_manual.pdf,169,"Technical Information, Directions, Cautions",High,Unreviewed,
HOG-0088,Herbs of Gold,Super Brahmi 6000,super brahmi 6000,,tablet,60 tablets,"Take 2 tablets daily, with food.",,"Adults – Take 2 tablets daily, with food.
Children 6 to 18 years – Take 1 tablet daily, with food.
Or take as directed by your health professional. Tablets can be crushed and added to food.","Clinically trialled
Cognitive function
Memory

Clinically trialled
Cognitive function
Memory","Not recommended in pregnancy due to a lack of safety data.
Caution in hyperthyroidism as Brahmi can theoretically elevate T4 levels.

Not recommended in pregnancy due to a lack of safety data.
Caution in hyperthyroidism as Brahmi can theoretically elevate T4 levels.",,"Caution with acetyl cholinesterase inhibitors, anticholinergic and cholinergic drugs - Brahmi may increase acetylcholine levels.

Caution with acetyl cholinesterase inhibitors, anticholinergic and cholinergic drugs - Brahmi may increase acetylcholine levels.","Not recommended in pregnancy due to a lack of safety data.
Caution in hyperthyroidism as Brahmi can theoretically elevate T4 levels.

Not recommended in pregnancy due to a lack of safety data.
Caution in hyperthyroidism as Brahmi can theoretically elevate T4 levels.",~4 reference markers in DOCX text,"stress_support, nervous_system_support","antidepressant_review_required, thyroid_condition_review_required, pregnancy_review_required",antidepressant,"Adult dose: Take 2 tablets daily, with food. | Key ingredients: Bacopa monnieri (Brahmi) whole | Cautions: 1 flagged",herbsofgold_technical_manual.pdf,170,"Technical Information, Directions, Cautions",High,Unreviewed,
HOG-0089,Herbs of Gold,Super Calcium Plus with Boron,super calcium plus with boron,,tablet,180 tablets,"Adults only - Take 1 tablet, three times a day, with food, or as directed by your health professional.",,"Adults only - Take 1 tablet, three times a day, with food, or as directed by your health professional.","Two forms of organically bound calcium
Magnesium for calcium absorption & deposition

Two forms of organically bound calcium
Magnesium for calcium absorption & deposition","Calcium supplementation is contraindicated in hypercalcaemia and hypercalciuria.
Caution with hyperparathyroidism and chronic kidney disease – calcium supplementation should only be taken under medical supervision.
Vitamin D is contraindicated in people with vitamin D hypersensitivity, systemic lupus erythematosus (SLE) and hypercalcaemia.

Calcium supplementation is contraindicated in hypercalcaemia and hypercalciuria.
Caution with hyperparathyroidism and chronic kidney disease – calcium supple","Calcium supplementation is contraindicated in hypercalcaemia and hypercalciuria.
Caution with hyperparathyroidism and chronic kidney disease – calcium supplementation should only be taken under medical supervision.
Vitamin D is contraindicated in people with vitamin D hypersensitivity, systemic lupus erythematosus (SLE) and hypercalcaemia.

Calcium supplementation is contraindicated in hypercalcaemia and hypercalciuria.
Caution with hyperparathyroidism and chronic kidney disease – calcium supple","Caution with tetracycline and quinolone antibiotics – drug bioavailability may be reduced with calcium, magnesium or manganese supplementation. Take antibiotics either 2 hours before or 4-6 hours after calcium.
Caution with thiazide diuretics – drug decreases urinary excretion of calcium. Monitor serum calcium levels and look for signs of hypercalcaemia.
Caution with cardiac glycosides (digoxin) – calcium supplementation may cause drug toxicity. Monitor use.
Caution with bisphosphonates – magnes",,~1 reference markers in DOCX text,"magnesium_support, muscle_cramps, sleep_support, stress_support, nervous_system_support, calcium_support, bone_health, vitamin_d_support, immune_support, skin_health, hair_nail_support","tetracycline_antibiotic, quinolone_antibiotic, bisphosphonate, levothyroxine, renal_impairment_caution, penicillamine, hypercalcaemia_caution, sarcoidosis_caution, hyperparathyroidism_caution, renal_impairment_caution","bisphosphonate, levothyroxine, penicillamine, quinolone_antibiotic, tetracycline_antibiotic","Adult dose: Adults only - Take 1 tablet, three times a day, with food, or as directed by your health professional. | Key ingredients: Calcium citrate, Hydroxyapatite, Magnesium oxide | Cautions: 1 flagged",herbsofgold_technical_manual.pdf,172,"Technical Information, Directions, Cautions",High,Unreviewed,
HOG-0090,Herbs of Gold,Thyroid Support,thyroid support,,tablet,60 tablets,"Take 1 tablet, twice daily, with food, or as directed by your health professional.",,"Adults - Take 1 tablet, twice daily, with food, or as directed by your health professional.","Assists thyroid hormone production
Supports thyroid gland health

Assists thyroid hormone production
Supports thyroid gland health","Contraindicated in pregnancy and breastfeeding – safety data regarding high dose tyrosine is unavailable and Ashwagandha may have abortifacient action.
Contraindicated in hyperthyroidism and Graves’ disease – both tyrosine and Ashwagandha may increase T4.
Contraindicated in those with melanoma, adrenal tumours or pheochromocytoma.
Caution in peptic ulcer disease – Ashwagandha may cause gastrointestinal irritation.

Contraindicated in pregnancy and breastfeeding – safety data regarding high dose ",,"Contraindicated with anti-thyroid medications.
Contraindicated with levodopa - competes with tyrosine for uptake, reducing efficacy.
Caution with antidepressant drugs (MAOIs, SSRIs and tricyclic antidepressants) - concurrent use with tyrosine may have an additive effect or result in elevated blood pressure.
Caution with levothyroxine and CNS stimulants – tyrosine may have additive effects. Separate dose by 2 hours and monitor use.
Caution with immunosuppressant drugs - selenium and Ashwagandha m","Contraindicated in pregnancy and breastfeeding – safety data regarding high dose tyrosine is unavailable and Ashwagandha may have abortifacient action.
Contraindicated in hyperthyroidism and Graves’ disease – both tyrosine and Ashwagandha may increase T4.
Contraindicated in those with melanoma, adrenal tumours or pheochromocytoma.
Caution in peptic ulcer disease – Ashwagandha may cause gastrointestinal irritation.

Contraindicated in pregnancy and breastfeeding – safety data regarding high dose tyrosine is unavailable and Ashwagandha may have abortifacient action.
Contraindicated in hyperthyroidism and Graves’ disease – both tyrosine and Ashwagandha may increase T4.
Contraindicated in those with melanoma, adrenal tumours or pheochromocytoma.
Caution in peptic ulcer disease – Ashwagandha may cause gastrointestinal irritation.",~5 reference markers in DOCX text,"immune_support, skin_health, hair_nail_support, antioxidant_support, general_multivitamin, thyroid_condition_review_required, energy_support","tetracycline_antibiotic, quinolone_antibiotic, penicillamine, thyroid_condition_review_required, antidepressant_review_required, pregnancy_review_required, breastfeeding_review_required, renal_impairment_caution","antidepressant, penicillamine, quinolone_antibiotic, tetracycline_antibiotic","Adult dose: Take 1 tablet, twice daily, with food, or as directed by your health professional. | Key ingredients: Tyrosine, Potassium iodide, Selenomethionine | Cautions: 1 flagged",herbsofgold_technical_manual.pdf,174,"Technical Information, Directions, Cautions",High,Unreviewed,
HOG-0091,Herbs of Gold,Triple Strength Omega-3,triple strength omega 3,,capsule,150 capsules,"Adults and children over 12 years –
For general health and wellbeing: Take 1 capsule daily, with food.
For muscle health, memory and circulation: Take 2 capsules daily, with food.
For joint health: Take 2-3 capsules daily, with food. Or take as directed by your health professional.",,"Adults and children over 12 years –
For general health and wellbeing: Take 1 capsule daily, with food.
For muscle health, memory and circulation: Take 2 capsules daily, with food.
For joint health: Take 2-3 capsules daily, with food. Or take as directed by your health professional.","High-strength EPA & DHA
Odourless
Heavy metal tested
Sustainably sourced

High-strength EPA & DHA
Odourless
Heavy metal tested
Sustainably sourced",,,,,~2 reference markers in DOCX text,"heart_health, cholesterol_support","anticoagulant_review_required, antiplatelet","anticoagulant, antiplatelet","Adult dose: Adults and children over 12 years –
For general health and wellbeing: Take 1 capsule daily, with food.
For muscle health | Key ingredients: Concentrated fish Omega-3 trig",herbsofgold_technical_manual.pdf,176,"Technical Information, Directions, Cautions",High,Unreviewed,
HOG-0092,Herbs of Gold,Tyrosine 1000,tyrosine 1000,,tablet,60 tablets,"Take 1 tablet, twice daily, with food, or as directed by your health professional.",,"Adults - Take 1 tablet, twice daily, with food, or as directed by your health professional.","Assist thyroid hormone production
Maintain healthy thyroid gland function
Aid in the synthesis of neurotransmitters
High-strength","Contraindicated in hyperthyroidism and Graves’ disease - as tyrosine is a precursor to thyroxine, theoretically it may aggravate these conditions.
Contraindicated in those with melanoma, adrenal tumours or pheochromocytoma.
Not suitable in pregnancy or breastfeeding – safety data regarding high dose tyrosine is unavailable.",,"Contraindicated with antidepressant drugs (MAOIs, SSRIs and tricyclic antidepressants) - concurrent use may have an additive effect or result in elevated blood pressure.
Contraindicated with levodopa - with tyrosine competes with levodapa for uptake, reducing efficacy.
Caution with levothyroxine – tyrosine may have additive effects. Separate dose by 2 hours and monitor use.
Caution with CNS stimulants – tyrosine may have additive effects. Separate dose by 2 hours and monitor use.","Contraindicated in hyperthyroidism and Graves’ disease - as tyrosine is a precursor to thyroxine, theoretically it may aggravate these conditions.
Contraindicated in those with melanoma, adrenal tumours or pheochromocytoma.
Not suitable in pregnancy or breastfeeding – safety data regarding high dose tyrosine is unavailable.",~2 reference markers in DOCX text,"energy_support, thyroid_condition_review_required","thyroid_condition_review_required, antidepressant_review_required, pregnancy_review_required, breastfeeding_review_required, renal_impairment_caution",antidepressant,"Adult dose: Take 1 tablet, twice daily, with food, or as directed by your health professional. | Key ingredients: Tyrosine | Cautions: 1 flagged",herbsofgold_technical_manual.pdf,179,"Technical Information, Directions, Cautions",High,Unreviewed,
HOG-0093,Herbs of Gold,Ubiquinol 100mg,ubiquinol 100mg,,capsule,30 / 60 capsules,"Take 1 capsule daily, with food, or as directed by your health professional.",,"Adults – Take 1 capsule daily, with food, or as directed by your health professional.","Metabolically active form of CoQ10
Supports cardiovascular health

Metabolically active form of CoQ10
Supports cardiovascular health","None noted at the recommended dose.

None noted at the recommended dose.",,"Caution with antihypertensive medication – ubiquinol may have additive effects. Monitor blood pressure.
Caution with warfarin and other antiplatelet and anticoagulant medication – conflicting reports have shown ubiquinol may decrease, increase or have no effect on the efficacy of oral anticoagulants. Use only under the care of a health professional.

Caution with antihypertensive medication – ubiquinol may have additive effects. Monitor blood pressure.
Caution with warfarin and other antiplatele",,~4 reference markers in DOCX text,"heart_health, energy_support",,,"Adult dose: Take 1 capsule daily, with food, or as directed by your health professional. | Key ingredients: Ubiquinol-10 (Kaneka QH™) | Cautions: 1 flagged",herbsofgold_technical_manual.pdf,180,"Technical Information, Directions, Cautions",High,Unreviewed,
HOG-0094,Herbs of Gold,Ubiquinol 150mg,ubiquinol 150mg,,capsule,30 / 60 capsules,"Take 1-2 capsules daily, with food, or as directed by your health professional.",,"Adults – Take 1-2 capsules daily, with food, or as directed by your health professional.
Adults – Take 1-2 capsules daily, with food, or as directed by your health professional.
Adults - Take 1 capsule daily, with food, or as directed by your health professional.","Metabolically active form of CoQ10
Supports cardiovascular health

Metabolically active form of CoQ10
Supports cardiovascular health

High strength
Organically bound zinc
With vitamin A, B6 & magnesium","None noted at the recommended dose.

None noted at the recommended dose.

Caution with high dose zinc and vitamin A in pregnancy.
Individuals with liver or renal disease, or alcoholism should use vitamin A supplements with caution.
Taking vitamin B6 at night may result in more vivid dreams.",,"Caution with antihypertensive medication – ubiquinol may have additive effects. Monitor blood pressure.
Caution with warfarin and other antiplatelet and anticoagulant medication – conflicting reports have shown ubiquinol may decrease, increase or have no effect on the efficacy of oral anticoagulants. Use only under the care of a health professional.

Caution with antihypertensive medication – ubiquinol may have additive effects. Monitor blood pressure.
Caution with warfarin and other antiplatele","None noted at the recommended dose.

None noted at the recommended dose.

Caution with high dose zinc and vitamin A in pregnancy.
Individuals with liver or renal disease, or alcoholism should use vitamin A supplements with caution.
Taking vitamin B6 at night may result in more vivid dreams.",~8 reference markers in DOCX text,"heart_health, energy_support","pregnancy_review_required, renal_impairment_caution, liver_impairment_caution",,"Adult dose: Take 1-2 capsules daily, with food, or as directed by your health professional. | Key ingredients: Ubiquinol-10 (Kaneka QHTM Ubiq | Cautions: 1 flagged",herbsofgold_technical_manual.pdf,182,"Technical Information, Directions, Cautions",High,Unreviewed,
HOG-0095,Herbs of Gold,Vitamin B1 100mg,vitamin b1 100mg,,tablet,100 tablets,"Adults and children over 12 years - Take 1 tablet daily, with food, or as directed by your health professional.",,"Adults and children over 12 years - Take 1 tablet daily, with food, or as directed by your health professional.","Vitamin B1 (thiamine) is a water-soluble vitamin that is involved in carbohydrate metabolism and nervous system health. As body
reserves of thiamine are small, a steady intake is important to avoid deficiency. Vitamin B1 100mg helps prevent vitamin B1 deficiency.
There is approximately 30mg of thiamine in the average adult, with about half of this stored in muscle tissue. It is also found in high concentrations in the heart, liver, kidneys and brain1.
Vitamin B1 is absorbed in the small intestin",None noted at the recommended dose.,,None noted at the recommended dose.,,~2 reference markers in DOCX text,,,,"Adult dose: Adults and children over 12 years - Take 1 tablet daily, with food, or as directed by your health professional. | Key ingredients: Thiamine hydrochloride (vitami | Cautions: 1 flagged",herbsofgold_technical_manual.pdf,186,"Technical Information, Directions, Cautions",High,Unreviewed,
HOG-0096,Herbs of Gold,Vitamin B2 200mg,vitamin b2 200mg,,tablet,60 tablets,"Take 1 tablet daily, with food.",,"Adults - Take 1 tablet daily, with food.
To reduce occurrence of mild migraines: Take 2 tablets daily, with food. Take for at least 3 months. Or take as directed by your health professional.","Vitamin B2 (riboflavin) is a water-soluble B vitamin that helps maintain the integrity of mucous membranes, skin, eyes and the nervous system.
Riboflavin is mostly present in the body as a component of two coenzymes: Flavin mononucleotide (FMN) and Flavin adenine dinucleotide (FAD).
Common clinical symptoms of riboflavin deficiency include inflammation of the throat, mouth (stomatitis), and tongue (glossitis); cracking of the tissue around the corners of the mouth (angular cheilitis) and moist, ",None noted at the recommended dose.,,"Caution with tetracycline antibiotics - vitamin B2 may decrease the effectiveness of the medication or antibiotics may interfere with the conversion of vitamin B2 into its active form. Separate dose.
Caution with anticholinergic drugs - decrease the absorption of vitamin B2. Separate dose.",,~0 reference markers in DOCX text,,,,"Adult dose: Take 1 tablet daily, with food. | Key ingredients: Riboflavin (vitamin B2) | Cautions: 1 flagged",herbsofgold_technical_manual.pdf,187,"Technical Information, Directions, Cautions",High,Unreviewed,
